symbol,name,sector,industry,revenue,ebitda,ebitda_margin_pct,total_debt,market_cap,insider_holding_pct,revenue_growth_pct,return_on_equity_pct,return_on_capital_employed_pct,promoter_pledge_pct,net_income,as_of_date,status,financial_currency,currency_flag,total_assets,retained_earnings,working_capital,current_ratio,quick_ratio,debt_to_equity,return_on_assets,beta,peg_ratio,enterprise_value,total_cash,operating_cash_flow,free_cash_flow,price_to_book,trailing_pe,data_pull_date,ebit,total_liabilities,net_income_fy0,net_income_fy1,operating_cash_flow_fy0,operating_cash_flow_fy1,total_assets_fy0,total_assets_fy1,long_term_debt_fy0,long_term_debt_fy1,current_assets_fy0,current_assets_fy1,current_liabilities_fy0,current_liabilities_fy1,total_revenue_fy0,total_revenue_fy1,cost_of_revenue_fy0,cost_of_revenue_fy1,shares_outstanding_fy0,shares_outstanding_fy1,market_cap_as_of,negative_revenue_flag
PANACHE,Panache Digilife Limited,Technology,Communication Equipment,2429767936.0,289564000.0,11.917,277535008.0,6548040000.0,,65.8,18.996,22.2905,0.0,159744000.0,2026-07-11,ok,INR,OK,2275295000.0,,955447000.0,1.819,0.911,26.17,0.10318,0.272,,6766663168.0,27181000.0,-53262000.0,-271358368.0,6.1674685,49.52967,2026-07-12,246988000.0,1214789000.0,165393000.0,68675000.0,-53262000.0,-154517400.0,2275295000.0,1136537000.0,0.0,5556000.0,2122702000.0,1012148000.0,1167255000.0,458451000.0,2429768000.0,1161136000.0,2019251000.0,968852000.0,,15228000.0,2026-07-23,False
PANAMAPET,Panama Petrochem Limited,Energy,Oil & Gas Refining & Marketing,30642599936.0,2882899968.0,9.408,1108600064.0,30346613067.47638,77.931,18.3,15.604,18.1222,0.0,2124999936.0,2026-07-11,ok,INR,OK,19187300000.0,,10886200000.0,3.695,1.624,7.548,0.09967,0.53,,26182117376.0,823800000.0,-693800000.0,-1954625024.0,1.763303,12.179232,2026-07-12,2745000000.0,4500500000.0,2125000000.0,1870300000.0,-693800000.0,1621100000.0,19187300000.0,15239500000.0,,,14926300000.0,11690600000.0,4040100000.0,2257300000.0,30642600000.0,27928900000.0,25488700000.0,23488000000.0,60493598.0,60493598.0,2026-07-23,False
PANSARI,Pansari Developers Limited,Real Estate,Real Estate - Development,961006016.0,162943008.0,16.955,1002868992.0,6247699186.486816,,-27.3,13.792,9.687,0.0,198899008.0,2026-07-11,ok,INR,OK,4105943000.0,611544000.0,346535000.0,1.153,0.032,65.043,0.0173,-0.441,,7304614912.0,29641000.0,-89005000.0,-121276248.0,4.1063104,37.177254,2026-07-12,142626000.0,2763575000.0,75009000.0,52076000.0,-163718000.0,111795000.0,4105943000.0,3265579000.0,0.0,0.0,2980136000.0,2084003000.0,2633601000.0,1854079000.0,301807000.0,477122000.0,250160000.0,456048000.0,17446800.0,17446800.0,2026-07-23,False
PAR,Par Drugs and Chemicals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1036556032.0,171315008.0,16.527,0.0,1194903209.4701538,,-12.2,12.428,15.094,0.0,131086000.0,2026-07-11,ok,INR,OK,1292123000.0,,505823000.0,4.68,3.92,,0.06752,-0.039,,689766464.0,418428992.0,164322000.0,120305624.0,0.9895937,8.411268,2026-07-12,174289000.0,172277000.0,131086000.0,133579000.0,164322000.0,161603000.0,1292123000.0,1193901000.0,0.0,0.0,643259000.0,548610000.0,137436000.0,165685000.0,1036556000.0,1009735000.0,433614000.0,381303000.0,12304636.0,12304636.0,2026-07-23,False
PARACABLES,Paramount Communications Limited,Technology,Communication Equipment,5178756608.0,249935296.0,4.826,1229900032.0,20459012001.758343,48.853,13.1,,12.8695,0.0,189818736.0,2026-07-11,ok,INR,OK,11286500000.0,,4758300000.0,2.65,2.021,15.807,,,,21331939328.0,331100000.0,,,2.626108,34.15816,2026-07-12,1020400000.0,3505800000.0,597500000.0,869700000.0,-380200000.0,1040900000.0,11286500000.0,9077848000.0,18500000.0,15414000.0,8116000000.0,6284580000.0,3357700000.0,1767925000.0,19133500000.0,15756000000.0,14416400000.0,11708500000.0,305209814.0,305032928.0,2026-07-23,False
PARADEEP,Paradeep Phosphates Limited,Basic Materials,Agricultural Inputs,218261405696.0,21520699392.0,9.86,69062803456.0,144035793914.4014,58.384,34.6,18.359,23.1091,15.35,9968400384.0,2026-07-11,ok,INR,OK,179359600000.0,,14581800000.0,1.147,0.525,101.822,0.07517,-0.08,,212074840064.0,4092199936.0,-10118599680.0,-33341513728.0,2.1688128,14.787278,2026-07-12,18557400000.0,111533000000.0,9963500000.0,6621300000.0,-10118600000.0,16478600000.0,179359600000.0,111463266000.0,8158100000.0,6222142000.0,113637900000.0,71239018000.0,99056100000.0,62262090000.0,218263400000.0,169586500000.0,161325800000.0,119138000000.0,1038170594.0,815210093.0,2026-07-23,False
PARAGMILK,Parag Milk Foods Limited,Consumer Defensive,Packaged Foods,38174998528.0,3102400000.0,8.127,6073999872.0,27452352963.0,54.088,3.0,11.836,15.5471,0.0,1350499968.0,2026-07-11,ok,INR,OK,22806300000.0,,5542500000.0,1.713,0.408,48.262,0.069409996,0.498,,34847318016.0,182700000.0,1494800000.0,1308287488.0,2.3007267,21.922422,2026-07-12,2337800000.0,10220700000.0,1350500000.0,1187900000.0,1494800000.0,2120400000.0,22806300000.0,20326400000.0,1579600000.0,2523700000.0,13311900000.0,13580200000.0,7769400000.0,7107400000.0,38175000000.0,34322100000.0,27976500000.0,24887800000.0,125008539.0,119204826.0,2026-07-23,False
PARAS,Paras Defence and Space Technologies Limited,Industrials,Aerospace & Defense,4765700096.0,1204600064.0,25.276,270600000.0,96865970660.0,56.054,57.9,13.138,16.2929,0.0,881000000.0,2026-07-11,ok,INR,OK,9647000000.0,,4759400000.0,3.225,2.256,3.731,0.07122,0.517,,99967221760.0,1194499968.0,246100000.0,551851520.0,13.90788,114.9633,2026-07-12,1223300000.0,2395100000.0,881000000.0,634700000.0,246100000.0,448200000.0,9647000000.0,8519594000.0,6800000.0,8757000.0,6898200000.0,5984348000.0,2138800000.0,1910120000.0,4765700000.0,3646600000.0,2386000000.0,1702300000.0,80587330.0,80587330.0,2026-07-23,False
PARASPETRO,Paras Petrofils Limited,Consumer Cyclical,Textile Manufacturing,14982000.0,,0.0,0.0,668442000.0,46.625,,-1.754,-1.7698,0.0,-3537000.0,2026-07-11,ok,INR,OK,200468000.0,,171289000.0,278.616,4.041,,-0.05722,-1.459,,707992512.0,307000.0,4345000.0,-19603376.0,3.2307692,,2026-07-12,-3537000.0,617000.0,-3537000.0,782000.0,4345000.0,4163000.0,200468000.0,204066000.0,,0.0,171906000.0,163632000.0,617000.0,678000.0,0.0,0.0,0.0,0.0,334221000.0,334221000.0,2026-07-23,False
PARKHOSPS,PARK MEDI WORLD LIMITED,Healthcare,Medical Care Facilities,16793560064.0,4443219968.0,26.458,3641860096.0,122366008781.90643,83.937,30.1,16.936,18.1009,0.0,2581199872.0,2026-07-11,ok,INR,OK,28131460000.0,,5588950000.0,2.057,1.938,17.307,0.09649,,,114051063808.0,4313860096.0,3290939904.0,1615543808.0,5.6331096,41.644833,2026-07-12,4134690000.0,7088500000.0,2581200000.0,2016380000.0,3290940000.0,2153840000.0,28131460000.0,21337030000.0,189630000.0,3842500000.0,10877930000.0,10336590000.0,5288980000.0,5561160000.0,16793560000.0,13935700000.0,6192030000.0,5578150000.0,431930864.0,431930864.0,2026-07-23,False
PARKHOTELS,PARKHOTELS,Consumer Cyclical,Lodging,7072799744.0,2180199936.0,30.825,3728900096.0,26701653014.206696,72.265,3.6,4.925,8.0989,0.0,646600000.0,2026-07-11,ok,INR,OK,20542500000.0,,587000000.0,1.228,0.554,27.784,0.048189998,0.937,,29792935936.0,1014000000.0,1815100032.0,-955062528.0,2.0174165,41.444805,2026-07-12,1454900000.0,7121300000.0,657100000.0,835900000.0,1815100000.0,1576100000.0,20542500000.0,16714300000.0,2020000000.0,367800000.0,3165300000.0,2732600000.0,2578300000.0,1686900000.0,7072800000.0,6314500000.0,2499600000.0,2204500000.0,213374246.0,213374246.0,2026-07-23,False
PASHUPATI,Pashupati Cotspin Limited,Consumer Cyclical,Textile Manufacturing,6878120960.0,260246000.0,3.784,987526016.0,13806264992.675781,88.559,32.8,6.525,11.9737,1.92,103891000.0,2026-07-11,ok,INR,OK,3066526000.0,,916031000.0,2.082,1.319,60.103,0.0354,-0.118,,13925134336.0,334351008.0,372204992.0,104590000.0,8.086523,1249.7144,2026-07-12,265774000.0,1423462000.0,103891000.0,141102000.0,372205000.0,118585000.0,3066526000.0,2990132000.0,395100000.0,255559000.0,1762918000.0,1620043000.0,846887000.0,1031443000.0,6878121000.0,6374909000.0,6096089000.0,5660471000.0,157840000.0,157840000.0,2026-07-23,False
PATANJALI,Patanjali Foods Limited,Consumer Defensive,Packaged Foods,401695768576.0,17529251840.0,4.364,27888263168.0,368954392936.80927,69.573,14.7,14.832,11.2806,0.0,18144747520.0,2026-07-11,ok,INR,OK,188023312000.0,,64559990000.0,2.143,0.624,21.295,0.0548,-0.184,,469842067456.0,7882415104.0,-3326323968.0,-23969753088.0,3.43488,24.808153,2026-07-12,14837218000.0,57062120000.0,18144747000.0,13007064000.0,-3326324000.0,1971011000.0,188023312000.0,155171788000.0,,,121054247000.0,94033313000.0,56494257000.0,41055069000.0,401695781000.0,337582547000.0,349343497000.0,288411826000.0,1088104195.0,1086303675.0,2026-07-23,False
PATELENG,Patel Engineering Limited,Industrials,Engineering & Construction,51027419136.0,6840339968.0,13.405,12160889856.0,27734585995.25228,38.043,-11.8,6.55,10.1145,86.58,2691650048.0,2026-07-11,ok,INR,OK,95218250000.0,,16842040000.0,1.449,0.306,27.377,0.03798,0.568,1.26,39659024384.0,5501060096.0,5601019904.0,11689384960.0,0.7427596,11.179578,2026-07-12,5840760000.0,50797760000.0,2691650000.0,2478520000.0,5601020000.0,2789870000.0,95218250000.0,95795240000.0,2563240000.0,3883810000.0,54313880000.0,64781870000.0,37471840000.0,41139850000.0,51027420000.0,50933590000.0,37665000000.0,36946230000.0,955047697.0,835561674.0,2026-07-23,False
PATELRMART,PATEL RETAIL LIMITED,Consumer Cyclical,Department Stores,10483292160.0,721147008.0,6.879,1634914944.0,7376172481.203613,72.385,52.1,15.668,15.8426,0.0,390488992.0,2026-07-11,ok,INR,OK,6200985000.0,,2635572000.0,2.246,0.879,44.929,0.067,,,8919667712.0,240570000.0,-834692992.0,-1127503744.0,2.0680103,17.301613,2026-07-12,647206000.0,2562061000.0,390489000.0,252782000.0,-834693000.0,277228000.0,6200985000.0,3828635000.0,142156000.0,201587000.0,4751323000.0,2960227000.0,2115751000.0,2262070000.0,10483293000.0,8206929000.0,8713942000.0,6613084000.0,33400528.0,33400528.0,2026-07-23,False
PAUSHAKLTD,Paushak Limited,Basic Materials,Specialty Chemicals,2186010112.0,609433024.0,27.879,769398976.0,13536644688.0,75.793,5.3,8.222,8.6596,0.0,393252992.0,2026-07-11,ok,INR,OK,6599408000.0,3243611000.0,662157000.0,2.012,1.421,15.666,0.04014,0.413,,14449110016.0,273635008.0,536532992.0,-518252992.0,2.8411202,35.457394,2026-07-12,514811000.0,1688194000.0,393253000.0,493773000.0,536533000.0,375939000.0,6599408000.0,5719790000.0,600000000.0,250000000.0,1316605000.0,995833000.0,654448000.0,444386000.0,2170880000.0,2095332000.0,578290000.0,568740000.0,24656912.0,3082114.0,2026-07-23,False
PAYTM,One97 Communications Limited,Technology,Software - Infrastructure,84369997824.0,5020000256.0,5.95,1720000000.0,816936766081.389,27.959,18.4,3.558,3.6767,0.0,5529999872.0,2026-07-11,ok,INR,OK,239150000000.0,,117450000000.0,2.546,2.077,1.073,-0.00116,-0.267,,716078055424.0,145910005760.0,-7430000128.0,32686999552.0,5.367823,156.2049,2026-07-12,6000000000.0,78870000000.0,5530000000.0,-6590000000.0,-7430000000.0,-1210000000.0,239150000000.0,214477000000.0,,,193410000000.0,170845000000.0,75960000000.0,61864000000.0,84370000000.0,69000000000.0,59810000000.0,60530000000.0,640045681.0,637845483.0,2026-07-23,False
PCBL,PCBL Chemical Limited,Basic Materials,Specialty Chemicals,81892999168.0,10429700096.0,12.736,49890598912.0,126832672800.90515,7.055,-1.0,5.125,8.8714,0.0,1978700032.0,2026-07-11,ok,INR,OK,112945400000.0,,-6192500000.0,0.827,0.469,124.132,0.0364,0.478,,169289859072.0,2880100096.0,15760400384.0,2557087488.0,3.0489726,60.223736,2026-07-12,6837600000.0,72753900000.0,1978700000.0,4346000000.0,15760400000.0,7604900000.0,112945400000.0,117218900000.0,31972400000.0,36468500000.0,29678000000.0,37245000000.0,35870500000.0,38966700000.0,81893000000.0,84042500000.0,57188700000.0,58095400000.0,393462604.0,377462604.0,2026-07-23,False
PCJEWELLER,PC Jeweller Limited,Consumer Cyclical,Luxury Goods,33528799232.0,6711399936.0,20.017,11665600512.0,93900872788.70502,57.654,32.7,9.946,10.2522,0.0,7144600064.0,2026-07-11,ok,INR,OK,94247600000.0,,70708600000.0,7.048,0.661,14.271,0.04558,0.347,,86672457728.0,1361699968.0,-774600000.0,-7016974848.0,0.9342561,12.036144,2026-07-12,8463900000.0,12505100000.0,7144600000.0,5777000000.0,-774600000.0,-6327200000.0,94247600000.0,84123100000.0,4200000.0,3900000.0,82399300000.0,71096900000.0,11690700000.0,21533700000.0,33528800000.0,22446000000.0,25933800000.0,17671400000.0,8648603175.0,6355284100.0,2026-07-23,False
PDMJEPAPER,Pudumjee Paper Products Limited,Basic Materials,Paper & Paper Products,8078799872.0,1234899968.0,15.286,425200000.0,8912956760.787964,73.004,5.5,14.946,16.5933,0.0,935900032.0,2026-07-11,ok,INR,OK,9203700000.0,,3442800000.0,3.471,1.525,6.351,0.08023,0.049,,7008069120.0,1369600000.0,1210899968.0,-780956480.0,1.1878496,8.507099,2026-07-12,1296000000.0,2508900000.0,935900000.0,957600000.0,1210900000.0,823700000.0,9203700000.0,7634347000.0,175200000.0,89237000.0,4836100000.0,4246177000.0,1393300000.0,910659000.0,8078800000.0,8090800000.0,4221100000.0,4379300000.0,94950000.0,94950000.0,2026-07-23,False
PDSL,PDS Limited,Industrials,Specialty Business Services,131137167360.0,3224516096.0,2.459,12640018432.0,50335854929.5,71.872,-0.2,10.046,16.6229,0.0,1116916992.0,2026-07-11,ok,INR,OK,52656353000.0,8395061000.0,6250122000.0,1.199,0.89,67.994,0.03346,-0.026,,53627523072.0,10360357888.0,7808539136.0,4511796224.0,2.8574517,45.228138,2026-07-12,3519330000.0,34066574000.0,1116917000.0,1568931000.0,7808539000.0,-365519000.0,52656353000.0,47454733000.0,1541625000.0,1185508000.0,37734892000.0,35119539000.0,31484770000.0,28405439000.0,126458758000.0,121000958000.0,105402988000.0,101253748000.0,141219101.0,141095351.0,2026-07-23,False
PENIND,Pennar Industries Limited,Industrials,Specialty Industrial Machinery,36200898560.0,3550899968.0,9.809,11618299904.0,22256610159.756973,42.707,2.1,12.838,20.2329,2.8,1388099968.0,2026-07-11,ok,INR,OK,35505900000.0,,2610500000.0,1.132,0.506,99.887,0.05205,-0.326,,32146649088.0,2714599936.0,2021200000.0,-3016124928.0,1.9982823,16.715534,2026-07-12,3170900000.0,23874400000.0,1388100000.0,1192700000.0,2021200000.0,2559800000.0,35505900000.0,29541900000.0,3269900000.0,2058600000.0,22444400000.0,19060200000.0,19833900000.0,16779200000.0,36200900000.0,32265800000.0,20951400000.0,19158900000.0,134946231.0,134946231.0,2026-07-23,False
PERSISTENT,Persistent Systems Limited,Technology,Information Technology Services,147484491776.0,26160529408.0,17.738,4774479872.0,789966635624.6621,33.018,25.1,26.349,29.3872,0.0,18651199488.0,2026-07-11,ok,INR,OK,113765440000.0,,41730270000.0,2.427,1.902,6.092,0.14872,0.121,3.35,775162363904.0,20279300096.0,17671299072.0,13511332864.0,10.087806,42.55199,2026-07-12,24838940000.0,35386890000.0,18651200000.0,14001610000.0,17671300000.0,11569160000.0,113765440000.0,87366020000.0,,0.0,70972830000.0,50259530000.0,29242560000.0,21327730000.0,147484490000.0,119387170000.0,106115410000.0,86605010000.0,156231044.0,154560437.0,2026-07-23,False
PETRONET,Petronet LNG Limited,Energy,Oil & Gas Refining & Marketing,434949095424.0,53353701376.0,12.267,23414599680.0,404550042044.14795,50.0,-23.3,18.559,21.2584,0.0,39125299200.0,2026-07-11,ok,INR,OK,274400000000.0,,103701800000.0,5.67,5.023,10.507,0.1027,0.458,,340618936320.0,101141299200.0,47500398592.0,18112536576.0,1.8772631,10.695936,2026-07-12,53612800000.0,51551800000.0,39125300000.0,39726800000.0,47500400000.0,43979200000.0,274400000000.0,272967300000.0,,,125906400000.0,152025900000.0,22204600000.0,40601000000.0,434949100000.0,509820300000.0,379583300000.0,451040800000.0,1500000088.0,1500000088.0,2026-07-23,False
PFC,Power Finance Corporation Limited,Financial Services,Credit Services,476965306368.0,,0.0,10163931054080.0,1354361742161.7773,55.999,-15.4,20.466,,0.0,259009495040.0,2026-07-11,ok,INR,OK,12445785500000.0,,,287.366,287.243,586.017,0.02776,0.62,,11558515113984.0,352607993856.0,-45044998144.0,,1.0096192,5.178344,2026-07-12,,10711375300000.0,259009500000.0,229908100000.0,-45045000000.0,-922700200000.0,12445785500000.0,11780865000000.0,,,,,,,432365900000.0,418243400000.0,,,3300101760.0,3300101760.0,2026-07-23,False
PFIZER,Pfizer Limited,Healthcare,Drug Manufacturers - General,25196500992.0,8691200000.0,34.494,702300032.0,213394875154.75195,66.968,6.3,17.159,22.9403,0.0,7224300032.0,2026-07-11,ok,INR,OK,49218800000.0,24034500000.0,31757400000.0,6.061,5.24,1.671,0.10767,0.119,,186269220864.0,30883899392.0,9675700224.0,6499999744.0,5.149879,29.939884,2026-07-12,9851500000.0,7189800000.0,7224300000.0,7676000000.0,9675700000.0,6597500000.0,49218800000.0,49111100000.0,,,38032200000.0,35128500000.0,6274800000.0,5695100000.0,25192700000.0,22810000000.0,8871600000.0,8130600000.0,45747732.0,45747732.0,2026-07-23,False
PFS,PTC India Financial Services Limited,Financial Services,Credit Services,4486537216.0,,0.0,,19082237294.822044,0.025,-55.5,,7.8397,0.0,2449088000.0,2026-07-11,ok,INR,OK,49562500000.0,,41040200000.0,,,,,,,,,,,0.6379924,6.1690145,2026-07-12,3884500000.0,18765300000.0,3193600000.0,2170500000.0,17801100000.0,11392200000.0,49562500000.0,56825900000.0,17571700000.0,17584800000.0,41053500000.0,23681900000.0,13300000.0,11555100000.0,4789100000.0,6299000000.0,2488200000.0,3399600000.0,642283335.0,642283335.0,2026-07-23,False
PGEL,PG Electroplast Limited,Technology,Electronic Components,52880220160.0,3869679104.0,7.318,5965281792.0,166640817202.74854,43.507,-10.1,6.69,10.5478,0.0,1965668992.0,2026-07-11,ok,INR,OK,59466750000.0,,11994593000.0,1.462,0.606,19.567,0.03375,-0.06,,168702951424.0,3893722112.0,662158016.0,-7426381312.0,5.4658356,84.76018,2026-07-12,3535828000.0,28980882000.0,1965669000.0,2877963000.0,662158000.0,-765855000.0,59466750000.0,51208123000.0,1380146000.0,1806154000.0,37939385000.0,37536982000.0,25944792000.0,19758665000.0,52880219000.0,48695317000.0,43552847000.0,39530990000.0,285326508.0,283093614.0,2026-07-23,False
PGHH,Procter & Gamble Hygiene and Health Care Limited,Consumer Defensive,Household & Personal Products,42904199168.0,11710400512.0,27.294,8700000.0,291205262656.0,70.941,-5.1,114.931,135.4447,0.0,8565000192.0,2026-07-11,ok,INR,OK,18035400000.0,,2087400000.0,1.223,0.867,0.115,0.39823002,0.234,,284552364032.0,5679399936.0,9240800256.0,7958600192.0,38.51821,33.898304,2026-07-12,11760800000.0,10500700000.0,8565000000.0,6750200000.0,9240800000.0,4705300000.0,18035400000.0,18585600000.0,,,11439700000.0,11996800000.0,9352300000.0,9806600000.0,42815900000.0,41915700000.0,15651500000.0,18391600000.0,32460736.0,32460736.0,2026-07-23,False
PGHL,Procter & Gamble Health Limited,Healthcare,Drug Manufacturers - Specialty & Generic,14079699968.0,4566600192.0,32.434,92900000.0,112178623556.0,52.2,19.1,61.593,76.8067,0.0,3269100032.0,2026-07-11,ok,INR,OK,8413500000.0,,3013300000.0,2.182,1.435,1.771,0.33098,0.227,,111763316736.0,1852899968.0,3377900032.0,2924849920.0,21.642063,34.722786,2026-07-12,4504100000.0,3168000000.0,3269100000.0,2009800000.0,3377900000.0,2282900000.0,8413500000.0,7943600000.0,,,5562600000.0,5242200000.0,2549300000.0,2189100000.0,14079700000.0,11294900000.0,3650800000.0,3594900000.0,16599382.0,16599382.0,2026-07-23,False
PGIL,Pearl Global Industries Limited,Consumer Cyclical,Apparel Manufacturing,50245976064.0,4297805824.0,8.554,9428482048.0,89643371097.0,61.459,6.9,20.896,20.1342,0.0,2776538112.0,2026-07-11,ok,INR,OK,32447003000.0,9852699000.0,8338819000.0,1.596,0.857,65.567,0.08067001,-0.275,,93967171584.0,7469975040.0,3983363072.0,-307104256.0,6.31585,33.22248,2026-07-12,3716442000.0,18067102000.0,2776538000.0,2483317000.0,3983363000.0,1763868000.0,32447003000.0,25957993000.0,1030666000.0,796316000.0,22327485000.0,17578775000.0,13988666000.0,11183399000.0,49440459000.0,44150182000.0,31027614000.0,28186832000.0,46146017.0,45935167.0,2026-07-23,False
PHOENIXLTD,The Phoenix Mills Limited,Real Estate,Real Estate - Diversified,44228042752.0,26370985984.0,59.625,53230125056.0,735630792354.1648,47.857,33.7,11.056,11.8418,0.0,12238163968.0,2026-07-11,ok,INR,OK,228526637000.0,,6947325000.0,0.87,0.469,37.211,0.06412,0.286,,842981441536.0,8230745088.0,24256860160.0,18105554944.0,6.96014,60.972057,2026-07-12,24185579000.0,85478019000.0,12238164000.0,9842257000.0,24256861000.0,20835595000.0,228526637000.0,215312291000.0,47044038000.0,38470701000.0,31234472000.0,26964812000.0,24287147000.0,23680540000.0,44228043000.0,38135729000.0,2912145000.0,2182819000.0,357634631.0,357523346.0,2026-07-23,False
PICCADIL,Piccadily Agro Industries Limited,Consumer Defensive,Beverages - Wineries & Distilleries,10379043840.0,2334262016.0,22.49,5306228224.0,73463784541.56006,73.594,40.9,17.366,20.0846,0.0,1375341952.0,2026-07-11,ok,INR,OK,16391901000.0,,3477295000.0,1.628,0.708,58.89,0.09431,-0.538,,68809261056.0,1492308992.0,1180761984.0,-2233059072.0,7.213417,47.176968,2026-07-12,2179667000.0,7381566000.0,1374009000.0,1027018000.0,1180762000.0,-270699000.0,16391901000.0,11443749000.0,1451009000.0,1420413000.0,9016778000.0,5515297000.0,5539483000.0,2980572000.0,10330830000.0,8111445000.0,5408795000.0,4497895000.0,98569416.0,94339280.0,2026-07-23,False
PIDILITIND,Pidilite Industries Limited,Basic Materials,Specialty Chemicals,146008293376.0,35190001664.0,24.101,4172100096.0,1600678830602.8057,69.426,14.1,23.523,28.4818,0.0,24489199616.0,2026-07-11,ok,INR,OK,154328900000.0,89695800000.0,49465100000.0,2.38,1.785,3.776,0.13264,0.365,,1591501258752.0,42187300864.0,28284499968.0,18374838272.0,15.023355,66.65972,2026-07-12,33743900000.0,43842400000.0,24489200000.0,20762400000.0,28284500000.0,22866300000.0,154328900000.0,140114700000.0,,,85318800000.0,74619900000.0,35853700000.0,32898500000.0,145512600000.0,130927600000.0,65626400000.0,60608600000.0,1017766288.0,1017297510.0,2026-07-23,False
PIGL,Power & Instrumental (Gujarat) Limited,Industrials,Engineering & Construction,2187596032.0,234608000.0,10.724,135258000.0,2317782815.778351,53.878,6.3,10.777,13.1682,0.0,144196000.0,2026-07-11,ok,INR,OK,2342830000.0,,764046000.0,2.442,0.86,8.082,0.06861,0.449,,2217215744.0,37914000.0,-50203000.0,324170880.0,1.2923955,25.162994,2026-07-12,238726000.0,669253000.0,144196000.0,117628000.0,-50203000.0,-398899000.0,2342830000.0,1734900000.0,116343000.0,42800000.0,1293976000.0,1398600000.0,529930000.0,581000000.0,2187596000.0,1688431000.0,1844380000.0,1410235000.0,21168900.0,17482900.0,2026-07-23,False
PIIND,PI Industries Limited,Basic Materials,Agricultural Inputs,67136999424.0,16995999744.0,25.315,3423000064.0,414066729159.7471,46.514,-12.4,12.351,14.6782,0.0,13208000512.0,2026-07-11,ok,INR,OK,134437000000.0,,57180000000.0,4.218,3.281,3.048,0.06284,0.406,,363784667136.0,35093999616.0,4739999744.0,-7165250048.0,3.5212624,29.939144,2026-07-12,17125000000.0,22132000000.0,13208000000.0,16602000000.0,4740000000.0,14129000000.0,134437000000.0,122767000000.0,1490000000.0,780000000.0,74947000000.0,69522000000.0,17767000000.0,17277000000.0,67137000000.0,79778000000.0,28333000000.0,37711000000.0,151703229.0,151703229.0,2026-07-23,False
PILANIINVS,Pilani Investment and Industries Corporation Limited,Financial Services,Asset Management,2831345920.0,2719617024.0,96.054,23913785344.0,47950595237.54883,82.178,-23.1,0.195,1.4444,0.0,310555008.0,2026-07-11,ok,INR,OK,195809307000.0,24643261000.0,-12579077000.0,0.266,0.003,15.067,0.00873,0.22,,72945672192.0,68007000.0,13474159616.0,13373874176.0,0.30935887,158.7151,2026-07-12,2554891000.0,37094308000.0,310555000.0,984828000.0,13474160000.0,6312631000.0,195809307000.0,193114807000.0,4993887000.0,0.0,6353764000.0,19530719000.0,18932841000.0,19462313000.0,2663689000.0,3015133000.0,73669000.0,50033000.0,11072250.0,11072250.0,2026-07-23,False
PINELABS,PINE LABS LIMITED,Technology,Software - Infrastructure,27105900544.0,3636199936.0,13.415,4406499840.0,172340245026.6591,33.131,-34.3,2.393,3.622,0.0,1125100032.0,2026-07-11,ok,INR,OK,132969600000.0,,37002100000.0,1.515,1.29,7.474,0.00487,,,87978590208.0,82259197952.0,3953900032.0,54810869760.0,2.8129115,142.42157,2026-07-12,2214100000.0,74015500000.0,1125100000.0,-1454900000.0,3953900000.0,497200000.0,132969600000.0,107157370000.0,5800000.0,471820000.0,108843300000.0,82411350000.0,71841200000.0,69538520000.0,27105900000.0,22742700000.0,6694100000.0,5453900000.0,1148276377.0,1148276377.0,2026-07-23,False
PIONEEREMB,Pioneer Embroideries Limited,Consumer Cyclical,Textile Manufacturing,3360505088.0,136223008.0,4.054,914563008.0,681021279.9551582,58.092,-3.1,0.386,6.7161,52.59,6126000.0,2026-07-11,ok,INR,OK,3216587000.0,665928000.0,289746000.0,1.37,0.261,58.416,-0.0023100001,0.304,,1600602752.0,21258000.0,188152000.0,-213413376.0,0.45039716,108.4762,2026-07-12,100817000.0,1696640000.0,6554000.0,45639000.0,188152000.0,328819000.0,3262238000.0,3216587000.0,272849000.0,376816000.0,1498634000.0,1243210000.0,1094146000.0,953464000.0,3353123000.0,3734431000.0,2096352000.0,2271894000.0,30815442.0,30815442.0,2026-07-23,False
PIONRINV,Pioneer Investcorp Limited,,,425312000.0,,0.0,1053948032.0,,80.373,-29.0,9.714,,,159110000.0,2026-07-11,ok,INR,OK,,,,2.139,1.54,61.363,0.03675,0.205,,2009675648.0,44032000.0,676510016.0,,0.58207667,,2026-07-12,,,,,,,,,,,,,,,,,,,,,2026-07-23,False
PIRAMALFIN,PIRAMAL FINANCE LIMITED,Financial Services,Credit Services,52117999616.0,,0.0,805666488320.0,479198253512.8967,48.672,-56.7,5.448,1.5629,0.0,15043099648.0,2026-07-11,ok,INR,OK,1105464700000.0,108090800000.0,148322200000.0,42.538,40.927,285.784,0.01466,,,1202341412864.0,93615603712.0,-158922997760.0,,1.7402694,32.78711,2026-07-12,14423900000.0,823550000000.0,15043100000.0,4854500000.0,-158923000000.0,-81190500000.0,1105464700000.0,949434100000.0,637700000000.0,438260300000.0,330918800000.0,275354700000.0,182596600000.0,236356600000.0,103709700000.0,85683800000.0,79337700000.0,66383800000.0,226004925.0,225557813.0,2026-07-23,False
