symbol,name,sector,industry,revenue,ebitda,ebitda_margin_pct,total_debt,market_cap,insider_holding_pct,revenue_growth_pct,return_on_equity_pct,return_on_capital_employed_pct,promoter_pledge_pct,net_income,as_of_date,status,financial_currency,currency_flag,total_assets,retained_earnings,working_capital,current_ratio,quick_ratio,debt_to_equity,return_on_assets,beta,peg_ratio,enterprise_value,total_cash,operating_cash_flow,free_cash_flow,price_to_book,trailing_pe,data_pull_date
BCPL,BCPL Railway Infrastructure Limited,Industrials,Infrastructure Operations,2101696000.0,150958000.0,7.18,739820992.0,1202764032.0,72.87,-25.5,6.76,12.9702,0.0,64448000.0,2026-07-11,ok,INR,OK,1940987000.0,,481772000.0,1.71,0.459,71.382,0.04066,0.716,,1949265792.0,58253000.0,-12128000.0,-248018000.0,1.2377167,18.68052,2026-07-12
BDL,Bharat Dynamics Limited,Industrials,Aerospace & Defense,24417918976.0,2233665024.0,9.15,3152000.0,492843270144.0,74.93,-73.0,10.19,7.2162,0.0,4203376128.0,2026-07-11,ok,INR,OK,142614989000.0,,64111490000.0,2.01,0.825,0.007,0.00709,0.219,,445380329472.0,47093149696.0,6040016896.0,464776864.0,11.612241,117.62904,2026-07-12
BEARDSELL,Beardsell Limited,Industrials,Building Products & Equipment,2750400000.0,242096000.0,8.8,222300000.0,1107785344.0,65.25,-4.8,13.23,18.6116,0.0,114500000.0,2026-07-11,ok,INR,OK,1770200000.0,,270800000.0,1.355,0.787,24.168,0.05968,0.062,,1205116160.0,125600000.0,263418096.0,118268000.0,1.2050623,9.686207,2026-07-12
BECTORFOOD,Mrs. Bectors Food Specialities Limited,Consumer Defensive,Packaged Foods,20435630080.0,2576590080.0,12.61,1907859968.0,51994996736.0,50.29,8.9,11.56,13.9342,0.0,1408809984.0,2026-07-11,ok,INR,OK,16873370000.0,,3309770000.0,2.282,1.57,15.011,0.06455,0.152,,51714236416.0,2337489920.0,2177949952.0,-439550016.0,4.1027565,36.89978,2026-07-12
BEDMUTHA,Bedmutha Industries Limited,Basic Materials,Steel,14667359232.0,755668992.0,5.15,2079088000.0,3507729408.0,79.91,54.6,4.38,11.5658,95.06,65004000.0,2026-07-11,ok,INR,OK,7262201000.0,,1170547000.0,1.405,0.614,136.977,0.045739997,0.049,,5368307712.0,215276000.0,1583751936.0,-131988376.0,2.3088684,54.089554,2026-07-12
BEEKAY,Beekay Steel Industries Limited,,,11750427648.0,946982976.0,8.06,,,86.27,,3.46,,,356008992.0,2026-07-11,ok,INR,OK,,,,1.635,0.633,,0.02175,0.403,,,,1457693952.0,-948606144.0,0.73675025,,2026-07-12
BEL,Bharat Electronics Limited,Industrials,Aerospace & Defense,276101103616.0,80493297664.0,29.15,654600000.0,3032461869056.0,53.25,11.7,27.56,31.8845,0.0,60620001280.0,2026-07-11,ok,INR,OK,445375200000.0,,187971200000.0,1.976,1.114,0.273,0.10972,0.248,,2947593011200.0,85720301568.0,15413699584.0,-3909087488.0,12.641314,49.981926,2026-07-12
BELLACASA,Bella Casa Fashion & Retail Limited,Consumer Cyclical,Textile Manufacturing,4163966976.0,334899008.0,8.04,786212992.0,3426530560.0,80.05,27.1,12.71,16.6042,0.0,201272000.0,2026-07-11,ok,INR,OK,3015015000.0,,964698000.0,1.91,0.942,47.054,0.070879996,0.436,,3803416320.0,321188992.0,313768992.0,-214713744.0,1.9980016,16.916721,2026-07-12
BELRISE,BELRISE INDUSTRIES LTD,Consumer Cyclical,Auto Parts,95091023872.0,11537680384.0,12.13,15208429568.0,206060421120.0,66.46,12.1,12.52,14.6941,0.0,4968600064.0,2026-07-11,ok,INR,OK,85497860000.0,,23751480000.0,1.973,1.063,29.1,0.06282,,,203885723648.0,8413559808.0,8756009984.0,207972496.0,3.7711513,39.855423,2026-07-12
BEML,BEML Limited,Industrials,Conglomerates,43505299456.0,2990000128.0,6.87,3099699968.0,155134083072.0,54.22,8.6,4.86,5.9097,0.0,1413600000.0,2026-07-11,ok,INR,OK,70105500000.0,,29052100000.0,2.014,1.067,10.568,0.02091,0.672,1.06,157855072256.0,370900000.0,1182300032.0,298826496.0,5.2877817,109.8879,2026-07-12
BENGALASM,Bengal & Assam Company Limited,,,24952264704.0,5017286144.0,20.11,6379713024.0,,79.61,25.1,8.08,,,8233135104.0,2026-07-11,ok,INR,OK,,,,3.881,2.363,5.85,0.02293,0.115,,79059402752.0,1136952960.0,2523367936.0,1982945280.0,0.6703192,,2026-07-12
BEPL,Bhansali Engineering Polymers Limited,Basic Materials,Chemicals,12760040448.0,2166070016.0,16.98,0.0,25667262464.0,63.1,-1.0,17.28,22.4502,0.0,1801613056.0,2026-07-11,ok,INR,OK,12852563000.0,10346112000.0,8925813000.0,5.878,3.562,,0.10898,0.191,,21694459904.0,3972801024.0,1681175040.0,952259904.0,2.373326,14.245856,2026-07-12
BERGEPAINT,Berger Paints India Limited,Basic Materials,Specialty Chemicals,118802497536.0,18332999680.0,15.43,6351300096.0,579794894848.0,75.62,6.1,17.23,20.6326,0.0,11268700160.0,2026-07-11,ok,INR,OK,100572600000.0,,28612200000.0,2.115,1.101,9.165,0.09388,0.417,,573915463680.0,12588499968.0,15400399872.0,8340850176.0,8.386319,51.5285,2026-07-12
BESTAGRO,Best Agrolife Limited,Basic Materials,Agricultural Inputs,12566700032.0,1000800000.0,7.96,4424200192.0,5497402368.0,60.76,-43.2,1.16,7.6326,0.0,88700000.0,2026-07-11,ok,INR,OK,16864100000.0,,4531800000.0,1.528,0.685,57.549,0.0201,-0.104,,8942632960.0,978899968.0,974400000.0,1106000000.0,0.71507657,62.0,2026-07-12
BETA,BETA DRUGS LIMITED,Healthcare,Drug Manufacturers - Specialty & Generic,3848257792.0,756780160.0,19.67,1478067200.0,23891787776.0,0.0,0.2,18.78,17.981,0.0,414826976.0,2026-07-11,ok,INR,OK,4957996465.93,,2270202648.1000004,3.099,2.256,60.386,0.07849,-0.518,,24212781056.0,1248479744.0,372861408.0,-335897056.0,9.7982235,57.797314,2026-07-12
BFINVEST,BF Investment Limited,Financial Services,Asset Management,763280000.0,655880000.0,85.93,1000000.0,18353551360.0,82.59,41.5,3.65,4.0009,0.0,2820100096.0,2026-07-11,ok,INR,OK,93938420000.0,27027230000.0,37130100000.0,41.511,40.355,0.001,0.0047999998,0.277,,12664298496.0,5688500224.0,328950016.0,875492480.0,0.21492633,6.5062094,2026-07-12
BFUTILITIE,BF Utilities Limited,Industrials,Infrastructure Operations,8863776768.0,6795635200.0,76.67,8017272832.0,21802022912.0,64.44,12.0,,27.5782,0.0,1582228992.0,2026-07-11,ok,INR,OK,24288810000.0,-1977120000.0,2382150000.0,,,68.46,,0.364,,34927800320.0,3601758976.0,,,7.2441454,13.774393,2026-07-12
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,Basic Materials,Agricultural Inputs,5359433216.0,571411008.0,10.66,2346388992.0,38369079296.0,64.27,28.9,2.63,3.9089,0.0,181732000.0,2026-07-11,ok,INR,OK,11201924000.0,2029509000.0,1909452000.0,1.778,0.904,33.579,0.02204,0.462,,40550432768.0,163515008.0,120136000.0,-1714694272.0,5.5686245,212.8777,2026-07-12
BHARATCOAL,BHARAT COKING COAL LTD,Basic Materials,Coking Coal,136447803392.0,-13120400384.0,-9.62,22417399808.0,,90.0,-15.1,2.1,3.1341,0.0,1282800000.0,2026-07-11,ok,INR,OK,205853500000.0,,-7339700000.0,0.932,0.381,38.792,-0.059070002,,,183059595264.0,10130599936.0,-6406400000.0,-13640500224.0,2.9551535,139.11111,2026-07-12
BHARATFORG,Bharat Forge Limited,Consumer Cyclical,Auto Parts,168116535296.0,29266731008.0,17.41,73086148608.0,1012113670144.0,47.2,17.5,11.6,15.6999,0.0,10796609536.0,2026-07-11,ok,INR,OK,222599550000.0,,16214160000.0,1.169,0.634,76.475,0.057729997,0.527,,1064262828032.0,21638639616.0,14866419712.0,7232178688.0,10.574742,94.34046,2026-07-12
BHARATRAS,Bharat Rasayan Limited,Basic Materials,Agricultural Inputs,12418400256.0,1991225984.0,16.03,12263000.0,22303817728.0,0.0,0.5,12.12,15.2721,0.0,1457200000.0,2026-07-11,ok,INR,OK,14325237000.0,,9240317000.0,7.779,4.828,0.096,0.07602,0.18,,19590039552.0,2726039040.0,1320160000.0,369692512.0,1.749676,3.827002,2026-07-12
BHARATSE,Bharat Seats Limited,Consumer Cyclical,Auto Parts,19509514240.0,960761024.0,4.92,1100994944.0,15168711680.0,60.02,46.2,19.91,20.4275,0.0,422312000.0,2026-07-11,ok,INR,OK,7366504000.0,1775926000.0,-499898000.0,0.877,0.69,47.94,0.05756,0.818,,16106517504.0,163190000.0,1067086976.0,314074368.0,6.6048675,35.997017,2026-07-12
BHARATWIRE,Bharat Wire Ropes Limited,Basic Materials,Steel,5905427968.0,1307522944.0,22.14,748966016.0,14847253504.0,46.64,-17.7,9.37,11.698,51.0,724556032.0,2026-07-11,ok,INR,OK,9899239000.0,,3716073000.0,6.569,1.731,9.237,0.068730004,0.557,,15413309440.0,177772000.0,976857984.0,-18362500.0,1.8304878,28.245432,2026-07-12
BHARTIARTL,Bharti Airtel Limited,Communication Services,Telecom Services,2109727965184.0,1196745031680.0,56.73,1954117058560.0,11980718997504.0,54.41,15.7,19.36,17.6695,0.0,266951999488.0,2026-07-11,ok,INR,OK,5521516000000.0,,-842903000000.0,0.517,0.298,99.718,0.07848,0.016,,13209164578816.0,440774000640.0,1222295945216.0,609508392960.0,7.5318666,43.291252,2026-07-12
BHARTIHEXA,BHARTI HEXACOM LIMITED,Communication Services,Telecom Services,93538000896.0,51142000640.0,54.68,61373001728.0,802349973504.0,85.0,5.4,26.47,21.8361,0.0,17332000768.0,2026-07-11,ok,INR,OK,190506000000.0,,-36946000000.0,0.376,0.135,85.654,0.094680004,0.132,,856805015552.0,6918000128.0,44640002048.0,23482750976.0,11.197873,46.298325,2026-07-12
BHEL,Bharat Heavy Electricals Limited,Industrials,Specialty Industrial Machinery,337821794304.0,23421900800.0,6.93,81869496320.0,1376285491200.0,59.74,36.9,6.29,6.5971,0.0,16002599936.0,2026-07-11,ok,INR,OK,761856100000.0,,191531700000.0,1.593,0.578,31.312,0.01756,0.853,,1338023477248.0,118666199040.0,58373799936.0,15443237888.0,5.2581515,86.299126,2026-07-12
BI,Bilcare Limited,,,7335399936.0,444300000.0,6.06,6204400128.0,,67.1,-3.3,-5.21,,,17200000.0,2026-07-11,ok,INR,OK,,,,1.209,0.552,836.849,0.01365,0.215,,6407752192.0,55100000.0,1277900032.0,-298384992.0,0.7545138,,2026-07-12
BIGBLOC,Bigbloc Construction Limited,Industrials,Building Products & Equipment,2834162944.0,176048000.0,6.21,2015683968.0,6763073536.0,80.96,34.6,-5.74,2.3677,0.0,-17606000.0,2026-07-11,ok,INR,OK,3885057000.0,,38304000.0,1.03,0.533,137.729,0.0014399999,-0.188,,9211730944.0,5860000.0,189956992.0,-231385872.0,5.1721525,,2026-07-12
BIKAJI,Bikaji Foods International Limited,Consumer Defensive,Packaged Foods,29938634752.0,4105869056.0,13.71,2993338112.0,161298726912.0,73.88,17.5,15.96,19.1999,0.0,2582631936.0,2026-07-11,ok,INR,OK,22395423000.0,,5149363000.0,2.467,1.531,17.531,0.094440006,0.23,,160978534400.0,4304563200.0,3040977920.0,2274510848.0,10.036508,62.517006,2026-07-12
BIL,Bhartiya International Ltd.,Consumer Cyclical,Footwear & Accessories,13580201984.0,1226033024.0,9.03,5419662848.0,9787588608.0,78.18,29.7,2.87,13.0912,0.0,134396000.0,2026-07-11,ok,INR,OK,13585224000.0,,4050741000.0,1.535,0.499,111.216,0.04731,0.189,,14054051840.0,1027262016.0,400609984.0,21475376.0,1.982647,71.97731,2026-07-12
BIMETAL,Bimetal Bearings Limited,Consumer Cyclical,Auto Parts,2969836032.0,184192000.0,6.2,36753000.0,2634086400.0,76.58,47.1,5.16,6.4866,,117204000.0,2026-07-11,ok,INR,OK,3007206000.0,372024000.0,801077000.0,2.335,1.301,1.604,0.02337,0.332,,2548121344.0,122718000.0,168580992.0,23527624.0,1.1496584,22.475523,2026-07-12
BIOCON,Biocon Limited,Healthcare,Biotechnology,169270001664.0,34552999936.0,20.41,154340999168.0,681440968704.0,53.76,2.3,1.15,2.9007,0.0,3856000000.0,2026-07-11,ok,INR,OK,636506000000.0,,31106000000.0,1.221,0.702,42.145,0.0153,0.319,,808355233792.0,38833999872.0,19939999744.0,-466124992.0,1.9597926,149.4643,2026-07-12
BIOFILCHEM,Biofil Chemicals and Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,314775008.0,37317000.0,11.86,30200000.0,554285632.0,58.52,-9.3,13.81,15.6132,0.0,27860000.0,2026-07-11,ok,INR,OK,428481000.0,,151733000.0,1.733,1.494,14.005,0.0461,0.514,,552899968.0,33264000.0,-6049000.0,-17175000.0,2.5781546,19.918129,2026-07-12
BIRLACORPN,Birla Corporation Limited,Basic Materials,Building Materials,96556097536.0,14544400384.0,15.06,33907200000.0,74333257728.0,63.25,0.8,7.75,8.6322,0.0,5575900160.0,2026-07-11,ok,INR,OK,145100600000.0,29033800000.0,6887000000.0,1.259,0.569,46.04,0.03999,0.32,,96289554432.0,11952000000.0,9504400384.0,465212512.0,1.00933,13.332872,2026-07-12
BIRLAMONEY,Aditya Birla Money Limited,Financial Services,Capital Markets,3361495040.0,,,22056144896.0,8470728704.0,74.53,42.9,21.8,38.4328,0.0,584758976.0,2026-07-11,ok,INR,OK,34661858000.0,2602170000.0,3368899000.0,1.284,1.134,734.586,0.0197,0.275,,18880890880.0,11658597376.0,-3172562944.0,,2.825423,14.497098,2026-07-12
BIRLANU,BirlaNu Limited,Industrials,Building Products & Equipment,37304000512.0,95600000.0,0.26,11116900352.0,9951724544.0,48.12,8.7,-10.3,-2.6831,0.0,-1195600000.0,2026-07-11,ok,INR,OK,30709200000.0,,-1810300000.0,0.86,0.205,100.118,-0.02957,0.364,,20517877760.0,550200000.0,1185500032.0,-434892512.0,0.8961956,,2026-07-12
BIRLAPREC,Birla Precision Technologies Limited,,,2471282944.0,171660000.0,6.95,531988992.0,,63.7,22.2,6.79,,,112727000.0,2026-07-11,ok,INR,OK,,,,1.41,0.698,30.412,0.025999999,0.451,,2756392704.0,262592992.0,218872992.0,134869872.0,1.421724,,2026-07-12
BLACKBUCK,BlackBuck Limited,Technology,Software - Application,6519669760.0,1667559936.0,25.58,592110016.0,105440026624.0,30.86,52.5,12.06,11.7245,0.0,1603430016.0,2026-07-11,ok,INR,OK,17363120000.0,,6091280000.0,3.333,2.585,4.164,0.04502,,,99816333312.0,6476480000.0,1694290048.0,748711232.0,7.4339943,66.2357,2026-07-12
BLAL,BEML Land Assets Limited,Financial Services,Shell Companies,9825000.0,-20546000.0,-209.12,119000000.0,7632187904.0,58.4,,0.96,-16.4355,0.0,107000.0,2026-07-11,ok,INR,OK,131000000.0,,400000.0,1.5,1.5,1062.5,-0.11653,0.597,,7816139776.0,200000.0,12870000.0,-20319624.0,686.40454,inf,2026-07-12
BLBLIMITED,BLB Limited,Financial Services,Capital Markets,7459047936.0,,,21567000.0,844786752.0,69.16,21.4,29.27,34.333,0.0,333219008.0,2026-07-11,ok,INR,OK,1334374000.0,902668000.0,553781000.0,20.102,11.187,1.655,0.28759,-0.019,,574166848.0,292187008.0,151379008.0,,0.6482232,2.5365078,2026-07-12
BLIL,Balmer Lawrie Investments Limited,,,574374016.0,,,2196474112.0,,67.93,24.0,,,,532776000.0,2026-07-11,ok,INR,OK,,,,,,9.788,,0.236,,19724111872.0,6131858944.0,,,1.0846696,,2026-07-12
BLKASHYAP,B.L. Kashyap and Sons Limited,Industrials,Engineering & Construction,13791367168.0,1022182016.0,7.41,2991156992.0,12460156928.0,62.94,23.6,0.29,10.2008,99.34,15472000.0,2026-07-11,ok,INR,OK,16616425000.0,,2930742000.0,1.303,0.513,56.784,0.03422,0.316,,14912203776.0,433904992.0,1146686976.0,657848000.0,2.345501,789.4285,2026-07-12
BLS,BLS International Services Limited,Industrials,Specialty Business Services,29982150656.0,8188732928.0,27.31,4305752064.0,97592500224.0,72.66,17.6,30.14,26.1068,0.0,6866977792.0,2026-07-11,ok,INR,OK,37701002000.0,,12012943000.0,2.914,2.681,15.468,0.13786,-0.247,,89984720896.0,15125404672.0,9029348352.0,4481244672.0,3.9620087,14.243243,2026-07-12
BLSE,BLS E-SERVICES LIMITED,Industrials,Specialty Business Services,11177913344.0,748633984.0,6.7,61320000.0,23864686592.0,76.54,35.2,12.73,16.2835,0.0,574963968.0,2026-07-11,ok,INR,OK,7619204000.0,,3466506000.0,2.853,2.711,1.076,0.05978,0.147,,20605931520.0,3880653056.0,506827008.0,393160640.0,4.58432,41.65348,2026-07-12
BLUEDART,Blue Dart Express Limited,Industrials,Integrated Freight & Logistics,61408800768.0,9505699840.0,15.48,,116703469568.0,76.19,8.0,14.83,16.9311,0.0,2473900032.0,2026-07-11,ok,INR,OK,41268500000.0,,606400000.0,1.036,0.928,,0.06651,0.268,,,,8102499840.0,3872574976.0,6.5672884,47.16985,2026-07-12
BLUEJET,Blue Jet Healthcare Limited,Healthcare,Biotechnology,9473210368.0,2940989952.0,31.05,421840000.0,108251095040.0,79.81,-31.1,19.88,23.962,0.0,2478159872.0,2026-07-11,ok,INR,OK,16411580000.0,,7295870000.0,4.208,3.142,3.102,0.11038,0.773,,104897626112.0,3755680000.0,3341459968.0,795492480.0,7.9587045,43.6704,2026-07-12
BLUESTARCO,Blue Star Limited,Industrials,Building Products & Equipment,124019900416.0,9304000512.0,7.5,8099899904.0,341694971904.0,36.98,1.3,16.22,20.8978,0.0,5276800000.0,2026-07-11,ok,INR,OK,85759800000.0,,15220100000.0,1.313,0.76,23.588,0.055809997,0.154,,341250736128.0,8373300224.0,1538099968.0,-3206512384.0,9.952156,64.94724,2026-07-12
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,Consumer Cyclical,Luxury Goods,24364240896.0,3894929920.0,15.99,19838949376.0,88499716096.0,48.71,47.7,0.97,7.8891,37.21,148370000.0,2026-07-11,ok,INR,OK,49610120000.0,,14342970000.0,1.674,0.406,110.033,0.02643,,,99769745408.0,8568280064.0,-1990919936.0,-2682731264.0,4.909246,553.04767,2026-07-12
BLUSPRING,Bluspring Enterprises Limited,Industrials,Specialty Business Services,33820340224.0,781379968.0,2.31,1358969984.0,16892808192.0,67.82,7.9,-3.04,1.002,0.0,-153420000.0,2026-07-11,ok,INR,OK,16904200000.0,,2511820000.0,1.333,1.237,18.377,0.01198,,,18169700352.0,546110016.0,515980000.0,493380000.0,2.4905262,,2026-07-12
BMWVENTLTD,BMW VENTURES LIMITED,Basic Materials,Steel,22782390272.0,821470016.0,3.61,2579436032.0,5100576256.0,77.3,24.5,11.5,17.8187,0.0,374831008.0,2026-07-11,ok,INR,OK,7520545000.0,,2952566000.0,1.974,0.876,58.379,0.06634,,,7626715648.0,56979000.0,76267000.0,-449809248.0,1.1552134,11.787576,2026-07-12
BNALTD,B & A Limited,,,2831226112.0,114740000.0,4.05,1106987008.0,,80.73,1.6,-1.19,,,-39404000.0,2026-07-11,ok,INR,OK,,,,1.15,0.522,68.133,0.00966,0.125,,2015203840.0,352696992.0,-3564000.0,-223995744.0,0.734724,,2026-07-12
BOHRAIND,Bohra Industries Limited,Basic Materials,Agricultural Inputs,20000.0,-18596000.0,-92980.0,11807000.0,144366080.0,0.0,,-4.68,-4.2352,0.0,-29703000.0,2026-07-11,ok,INR,OK,800252000.0,,531849000.0,11.975,10.052,1.6,-0.02858,-1.207,,144744448.0,162999008.0,-72030000.0,-64348000.0,0.40106416,,2026-07-12
BOMDYEING,The Bombay Dyeing and Manufacturing Company Limited,Consumer Cyclical,Textile Manufacturing,14603299840.0,-557900032.0,-3.82,31500000.0,26386898944.0,55.09,10.3,1.17,1.6491,0.0,269000000.0,2026-07-11,ok,INR,OK,29633800000.0,16074500000.0,10562400000.0,2.594,1.499,0.139,-0.01871,0.192,,16607331328.0,9512099840.0,-1820499968.0,-465662496.0,1.1532247,98.27693,2026-07-12
BONLON,Bonlon Industries Limited,Basic Materials,Other Industrial Metals & Mining,6511847936.0,64206000.0,0.99,380767008.0,683349824.0,78.64,-31.1,2.9,5.604,0.0,26261000.0,2026-07-11,ok,INR,OK,1638360000.0,,649396000.0,2.5,1.541,38.201,0.021659998,0.068,,810223168.0,165826000.0,-28562000.0,-401667360.0,0.59722227,23.172222,2026-07-12
BORANA,BORANA WEAVES LIMITED,Consumer Cyclical,Textile Manufacturing,3885929984.0,915169984.0,23.55,708124992.0,8084182528.0,74.72,28.0,35.01,24.2101,0.0,646120000.0,2026-07-11,ok,INR,OK,3663686000.0,,937727000.0,4.333,0.9,25.149,0.17638999,,,8785427456.0,16845000.0,369646016.0,-1532824064.0,2.8746033,12.4548435,2026-07-12
BOROLTD,Borosil Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",11959162880.0,1687218944.0,14.11,1480770048.0,27740743680.0,67.86,5.2,8.81,10.5745,0.0,746646016.0,2026-07-11,ok,INR,OK,12817355000.0,,3207494000.0,2.209,0.665,16.696,0.04243,0.082,,28386582528.0,693924992.0,1188324992.0,-378310016.0,3.1118534,37.174683,2026-07-12
BORORENEW,Borosil Renewables Limited,Technology,Solar,15558349824.0,4410263040.0,28.35,1621379968.0,89858392064.0,60.71,17.0,10.15,9.5952,0.0,1290817024.0,2026-07-11,ok,INR,OK,18248910000.0,,7262071000.0,4.763,4.022,10.74,0.13175,0.013,,84822671360.0,6548445184.0,4230906880.0,2080411776.0,5.9411955,67.568565,2026-07-12
BOROSCI,Borosil Scientific Limited,Consumer Cyclical,Packaging & Containers,4673415168.0,621937024.0,13.31,86298000.0,14067865600.0,71.39,10.6,8.17,9.6367,0.0,346136000.0,2026-07-11,ok,INR,OK,5490826000.0,,2426223000.0,3.615,2.285,1.955,0.05075,0.594,,12790083584.0,1361852032.0,432700000.0,221454128.0,3.1868463,40.658096,2026-07-12
BOSCH-HCIL,Bosch Home Comfort India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",26986899456.0,674899968.0,2.5,816800000.0,36666908672.0,75.26,3.5,-0.5,1.867,29.19,-28600000.0,2026-07-11,ok,INR,OK,19154500000.0,,1062000000.0,1.08,0.404,16.319,0.0033399998,0.6,,36993327104.0,565600000.0,1134300032.0,139537504.0,7.340933,,2026-07-12
BOSCHLTD,Bosch Limited,Consumer Cyclical,Auto Parts,200346992640.0,26503999488.0,13.23,1188000000.0,1233379393536.0,70.67,18.0,19.35,24.2775,0.0,27732000768.0,2026-07-11,ok,INR,OK,216812000000.0,,63073000000.0,1.959,0.815,0.8,0.06734,0.635,,1169862164480.0,64678998016.0,21752999936.0,-20376875008.0,8.308094,44.444324,2026-07-12
BPCL,Bharat Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,4552280506368.0,428484296704.0,9.41,544244203520.0,1323433197568.0,56.51,6.7,28.47,26.3648,0.0,258434498560.0,2026-07-11,ok,INR,OK,2486160300000.0,,-217335500000.0,0.794,0.238,54.332,0.093660004,0.891,0.28,1666419261440.0,201686106112.0,507689893888.0,254027055104.0,1.3216113,5.120681,2026-07-12
BPL,BPL Limited,Technology,Consumer Electronics,781243008.0,46906000.0,6.0,3099410944.0,2845001472.0,63.13,4.7,-2.25,0.8188,79.61,-84190000.0,2026-07-11,ok,INR,OK,7136642000.0,,-607075000.0,0.724,0.126,82.571,0.00214,0.121,,7273249792.0,28412000.0,-857870016.0,-1075661568.0,1.1861396,,2026-07-12
BRIGADE,Brigade Enterprises Limited,Real Estate,Real Estate - Development,56972201984.0,14273300480.0,25.05,63439499264.0,187412889600.0,46.72,-0.2,10.79,9.8944,0.11,6443899904.0,2026-07-11,ok,INR,OK,262534600000.0,,31335700000.0,1.241,0.257,84.316,0.02883,0.127,,230536396800.0,27353999360.0,-1370599936.0,-22391599104.0,2.7479017,29.064238,2026-07-12
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,Consumer Cyclical,Lodging,5250299904.0,1739000064.0,33.12,3077400064.0,24287133696.0,74.22,1.7,11.93,10.9857,0.0,584600000.0,2026-07-11,ok,INR,OK,13822700000.0,,1741100000.0,2.373,2.164,31.381,0.06412,,,25275119616.0,2507200000.0,1995299968.0,-1422024960.0,2.5573952,38.059525,2026-07-12
BRITANNIA,Britannia Industries Limited,Consumer Defensive,Packaged Foods,191515901952.0,35444301824.0,18.51,13802800128.0,1289367977984.0,51.18,7.9,53.31,61.2675,0.0,25334900736.0,2026-07-11,ok,INR,OK,97319400000.0,,4976700000.0,1.119,0.589,26.875,0.21591,0.468,,1283658743808.0,19909599232.0,26115999744.0,20490850304.0,25.25131,51.019825,2026-07-12
BRNL,Bharat Road Network Limited,Industrials,Infrastructure Operations,1543010944.0,-255551008.0,-16.56,4343087104.0,1527050496.0,78.53,3.5,-12.43,-6.3197,22.92,-296440992.0,2026-07-11,ok,INR,OK,14355071000.0,,2919437000.0,1.584,0.702,81.271,-0.0397,-0.132,,3032744704.0,3501332992.0,-1256818048.0,-1614733184.0,0.21690397,,2026-07-12
BSE,BSE Limited,Financial Services,Financial Data & Stock Exchanges,51242500096.0,41193299968.0,80.39,200000.0,1548001607680.0,0.0,105.1,36.0,37.1057,0.0,24850300928.0,2026-07-11,ok,INR,OK,134461400000.0,,28466500000.0,1.53,1.503,0.0,0.20811,0.278,,1485337526272.0,75178098688.0,31037200384.0,51367813120.0,19.688425,63.294586,2026-07-12
BSL,BSL Limited,Consumer Cyclical,Textile Manufacturing,6570357248.0,491336000.0,7.48,4392888832.0,1317294592.0,68.31,-4.9,1.99,12.0961,0.0,23762000.0,2026-07-11,ok,INR,OK,6401158000.0,,218030000.0,1.059,0.39,366.348,0.03192,0.359,,5713376768.0,2609000.0,494191008.0,-242704992.0,1.1034095,55.647827,2026-07-12
BSOFT,Birlasoft Limited,Technology,Information Technology Services,53099581440.0,8243999744.0,15.53,1407410048.0,81120018432.0,40.96,2.4,13.66,18.5997,0.0,5183569920.0,2026-07-11,ok,INR,OK,52662530000.0,31669550000.0,30049050000.0,4.294,4.094,3.422,0.10095,0.381,,58078720000.0,24427440128.0,4809410048.0,4631088640.0,1.9717305,15.67531,2026-07-12
BTML,Bodhi Tree Multimedia Limited,Communication Services,Entertainment,1155019008.0,141362000.0,12.24,363592992.0,1151963904.0,54.21,-13.0,13.24,16.5439,55.87,63798000.0,2026-07-11,ok,INR,OK,1691872000.0,,442639000.0,1.55,0.368,41.589,0.05572,-0.064,,1410709760.0,31202000.0,-367251008.0,-316627264.0,1.233463,14.409091,2026-07-12
BUILDPRO,Shankara Buildpro Limited,Consumer Cyclical,Home Improvement Retail,68257099776.0,2292600064.0,3.36,608099968.0,30323781632.0,45.68,27.9,25.52,38.7239,0.0,1277400064.0,2026-07-11,ok,INR,OK,16052000000.0,2058800000.0,4830600000.0,1.456,0.949,11.14,0.09613,,,30305882112.0,628300032.0,895299968.0,640737472.0,5.557482,23.697176,2026-07-12
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9431530496.0,802846016.0,8.51,76445000.0,13082468352.0,81.23,16.7,13.08,16.6291,0.0,456377984.0,2026-07-11,ok,INR,OK,5592216000.0,2495103000.0,1985608000.0,2.101,1.18,2.054,0.06843,-0.004,,11745547264.0,1409692032.0,883672000.0,629134400.0,3.5133631,28.649178,2026-07-12
BVCL,Barak Valley Cements Limited,Basic Materials,Building Materials,2121716992.0,109168000.0,5.15,293808992.0,951107136.0,68.58,2.9,0.23,4.8745,0.0,2937000.0,2026-07-11,ok,INR,OK,2099473000.0,,104438000.0,1.158,0.387,23.443,0.016139999,0.682,,1228295168.0,10209000.0,107110000.0,78500496.0,0.7537626,330.15384,2026-07-12
