symbol,name,sector,industry,revenue,ebitda,ebitda_margin_pct,total_debt,market_cap,insider_holding_pct,revenue_growth_pct,return_on_equity_pct,return_on_capital_employed_pct,promoter_pledge_pct,net_income,as_of_date,status,financial_currency,currency_flag,total_assets,retained_earnings,working_capital,current_ratio,quick_ratio,debt_to_equity,return_on_assets,beta,peg_ratio,enterprise_value,total_cash,operating_cash_flow,free_cash_flow,price_to_book,trailing_pe,data_pull_date,ebit,total_liabilities,net_income_fy0,net_income_fy1,operating_cash_flow_fy0,operating_cash_flow_fy1,total_assets_fy0,total_assets_fy1,long_term_debt_fy0,long_term_debt_fy1,current_assets_fy0,current_assets_fy1,current_liabilities_fy0,current_liabilities_fy1,total_revenue_fy0,total_revenue_fy1,cost_of_revenue_fy0,cost_of_revenue_fy1,shares_outstanding_fy0,shares_outstanding_fy1,market_cap_as_of,negative_revenue_flag
AAATECH,AAA Technologies Limited,Technology,Information Technology Services,203786000.0,16579000.0,8.14,0.0,1176345816.256714,71.71,-68.1,6.68,8.9145,0.0,20629000.0,2026-07-11,ok,INR,OK,326454000.0,,300328000.0,18.862,7.506,,0.02562,0.323,,1126563072.0,65973000.0,26964000.0,-155164128.0,3.8514247,57.254658,2026-08-16,27603000.0,16814000.0,20629000.0,35103000.0,26964000.0,16553000.0,326454000.0,325543000.0,,0.0,317142000.0,313190000.0,16814000.0,17292000.0,203786000.0,254555000.0,103824000.0,89815000.0,12826800.0,12826800.0,2026-08-14,False
AADHARHFC,AADHAR HOUSING FINANCE L,Financial Services,Mortgage Finance,22549100544.0,,0.0,187433205760.0,218362417179.51212,74.78,20.9,15.75,4.6166,0.0,10958799872.0,2026-07-11,ok,INR,OK,273988400000.0,32582200000.0,10804200000.0,,,255.574,,0.395,,401883594752.0,7909499904.0,,,2.8785374,19.340063,2026-08-16,27512200000.0,198579500000.0,10958800000.0,9118300000.0,-28078800000.0,-30266500000.0,273988400000.0,232239600000.0,151791100000.0,141797900000.0,56199000000.0,51887100000.0,45394800000.0,25880400000.0,33874400000.0,28351700000.0,4995500000.0,4174100000.0,435703710.0,431384459.0,2026-08-14,False
AAKASH,Aakash Exploration Services Limited,Energy,Oil & Gas Equipment & Services,1124600064.0,150712992.0,13.4,267812992.0,891000019.3119049,,26.7,5.63,9.5614,0.0,34999000.0,2026-07-11,ok,INR,OK,1061143000.0,,-56924000.0,0.84,0.7,41.927,0.03367,-0.112,,1168079488.0,1144000.0,144310000.0,-77281816.0,1.3615242,25.114286,2026-08-16,67448000.0,422383000.0,34999000.0,18408000.0,144310000.0,82295000.0,1061143000.0,964316280.0,34257000.0,771090.0,298798000.0,303078460.0,355722000.0,333680719.0,1124600000.0,981889000.0,269273000.0,207803000.0,101250000.0,101250000.0,2026-08-14,False
AARNAV,Aarnav Fashions Limited,,,4624044032.0,300643008.0,6.5,1091686016.0,,71.48,45.1,4.88,,0.0,93463000.0,2026-07-11,ok,INR,OK,,,,,,55.533,,0.6,,2248115712.0,226612992.0,,,0.6718059,,2026-08-16,,,,,,,,,,,,,,,,,,,,,2026-08-14,False
AARON,Aaron Industries Limited,Industrials,Specialty Industrial Machinery,920049984.0,176870000.0,19.22,277476000.0,2954500785.823578,,13.3,14.84,21.4761,0.0,67974000.0,2026-07-11,ok,INR,OK,911784000.0,180065000.0,96563000.0,1.372,0.271,57.079,0.10067,0.149,,3215523584.0,115000.0,76704000.0,27651500.0,5.8367805,41.68,2026-08-16,140098000.0,425662000.0,67974000.0,82432000.0,76704000.0,86325000.0,911784000.0,828242000.0,118527000.0,180795000.0,356002000.0,251752000.0,259439000.0,196892000.0,920050000.0,779305000.0,583873000.0,505049000.0,,20946478.0,2026-08-14,False
AARTIDRUGS,Aarti Drugs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,25653100544.0,3115899904.0,12.15,5766400000.0,38584392500.0,60.16,6.4,13.36,12.9218,2.47,1949200000.0,2026-07-11,ok,INR,OK,28152600000.0,,5455100000.0,,,37.221,,,,,,,,2.4521759,19.883,2026-08-16,2446100000.0,12660354000.0,1949200000.0,1681600000.0,2535400000.0,2445800000.0,28152600000.0,25746782000.0,2568700000.0,2840000000.0,14677700000.0,13383550000.0,9222600000.0,8369668000.0,25653100000.0,23870300000.0,16187200000.0,15421000000.0,91270000.0,91270000.0,2026-08-14,False
AARTIIND,Aarti Industries Limited,Basic Materials,Specialty Chemicals,82859999232.0,11509999616.0,13.89,49659998208.0,187638514895.6839,42.08,13.2,7.25,8.5341,3.57,4190000128.0,2026-07-11,ok,INR,OK,132990000000.0,,-8510000000.0,,,83.392,,0.627,,237447053312.0,6089999872.0,,,3.2420588,36.507175,2026-08-16,7050000000.0,73440000000.0,4190000000.0,3310000000.0,7810000000.0,12420000000.0,132990000000.0,111135200000.0,21880000000.0,18674200000.0,41870000000.0,28947400000.0,50380000000.0,34664000000.0,82860000000.0,72690000000.0,53490000000.0,46550000000.0,362594369.0,362519910.0,2026-08-14,False
AARTIPHARM,Aarti Pharmalabs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,18194425856.0,4024176896.0,22.12,7937210880.0,78696473498.18738,44.22,3.3,8.49,10.9988,11.03,1747073024.0,2026-07-11,ok,INR,OK,34817059000.0,,4597218000.0,,,37.359,,0.232,,84998987776.0,96159000.0,,,3.633337,37.7305,2026-08-16,2798240000.0,13571012000.0,1747073000.0,2724048000.0,2619315000.0,3301394000.0,34817059000.0,29064051000.0,1858114000.0,1112583000.0,13972919000.0,13221672000.0,9375701000.0,6570495000.0,18194425000.0,21150745000.0,8348324000.0,10766530000.0,90657751.0,90634624.0,2026-08-14,False
AARTISURF,Aarti Surfactants Limited,Basic Materials,Specialty Chemicals,8594592768.0,472112992.0,5.49,1041825984.0,5550137059.404602,55.24,26.8,5.17,9.2522,0.0,123421000.0,2026-07-11,ok,INR,OK,5166597000.0,,641099000.0,,,42.536,,0.649,,6483693056.0,134310000.0,,,2.273504,30.306028,2026-08-16,295249000.0,2717338000.0,123421000.0,145447000.0,766471000.0,111835000.0,5166597000.0,4771871000.0,419342000.0,52777000.0,2616566000.0,2518228000.0,1975467000.0,1863031000.0,8591292000.0,6590854000.0,7230970000.0,5343109000.0,8464995.0,8458495.0,2026-08-14,False
AARVI,Aarvi Encon Limited,Industrials,Staffing & Employment Services,6498518016.0,226874000.0,3.49,266970000.0,2291511522.079468,,19.2,13.18,15.0804,0.0,176204992.0,2026-07-11,ok,INR,OK,2369483000.0,,894358000.0,2.045,1.886,18.792,0.05834,-0.084,,2418330112.0,141040000.0,80458000.0,65442000.0,1.597664,13.016964,2026-08-16,228271000.0,948798000.0,176205000.0,100445000.0,80458000.0,-24026000.0,2369483000.0,2130294000.0,23502000.0,33296000.0,1750144000.0,1626166000.0,855786000.0,800795000.0,6498518000.0,5103890000.0,4888039000.0,3768723000.0,14810700.0,14810700.0,2026-08-14,False
AAVAS,Aavas Financiers Limited,Financial Services,Mortgage Finance,15562722304.0,,0.0,156855713792.0,112171595910.6167,49.67,19.2,13.92,2.7457,0.0,6548812800.0,2026-07-11,ok,INR,OK,212125009000.0,,202182725000.0,,,310.553,,0.538,,249223659520.0,18432993280.0,,,2.1909964,16.207376,2026-08-16,5820797000.0,161616554000.0,6548813000.0,5741082000.0,-13864162000.0,-16601262000.0,212125009000.0,186184740000.0,155922090000.0,115739014000.0,202308856000.0,44658134000.0,126131000.0,25498132000.0,23927492000.0,21252141000.0,15754953000.0,13935502000.0,79282743.0,79153665.0,2026-08-14,False
ABB,ABB India Limited,Industrials,Specialty Industrial Machinery,133767200768.0,18776449024.0,14.04,848200000.0,1629681357937.5,75.31,0.8,,28.4544,0.0,15539999744.0,2026-07-11,ok,INR,OK,136384800000.0,51507800000.0,60162600000.0,2.193,1.691,1.547,0.07907,0.486,,1549642235904.0,73355198464.0,14709600256.0,10823799808.0,17.362349,102.04109,2026-08-16,22493300000.0,58024900000.0,16682600000.0,18716400000.0,12195100000.0,13318000000.0,136384800000.0,123913300000.0,,,117497100000.0,107626000000.0,57334500000.0,52739600000.0,130653200000.0,120876700000.0,85186700000.0,75046400000.0,211908375.0,211908375.0,2026-08-14,False
ABBOTINDIA,Abbott India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,69290500096.0,18920800256.0,27.31,1719900032.0,576812302790.0,75.55,6.5,34.46,41.8728,,15520199680.0,2026-07-11,ok,INR,OK,65019300000.0,36082600000.0,22941200000.0,,,3.602,,,,,,,,12.044059,35.587,2026-08-16,21042600000.0,17277400000.0,15520200000.0,14144400000.0,13192400000.0,10118400000.0,65019300000.0,59173100000.0,,,37706900000.0,47651100000.0,14765700000.0,14071900000.0,69290500000.0,64091500000.0,36928200000.0,34967800000.0,21249302.0,21249302.0,2026-08-14,False
ABCAPITAL,Aditya Birla Capital Limited,Financial Services,Financial Conglomerates,323269885952.0,,0.0,1808028663808.0,1100073449207.6987,68.77,7.7,11.18,,0.0,37644898304.0,2026-07-11,ok,INR,OK,3353931200000.0,179944600000.0,,,,495.936,,0.687,,2726129303552.0,171203493888.0,,,3.051611,25.904394,2026-08-16,168934300000.0,2986257200000.0,37644900000.0,33323200000.0,-365440000000.0,-279346300000.0,3353931200000.0,2790613800000.0,1788796500000.0,1287244800000.0,,,,,438407700000.0,390919400000.0,,,2619606094.0,2607010822.0,2026-08-14,False
ABCOTS,A B COTSPIN INDIA LIMITED,Consumer Cyclical,Textile Manufacturing,2988820992.0,396204992.0,13.26,1468244992.0,4408537833.21106,84.45,22.5,9.87,13.1028,0.0,130281000.0,2026-07-11,ok,INR,OK,3128787000.0,,841731000.0,,,95.828,,,,,,,,2.8540287,33.445377,2026-08-16,284588000.0,1596627000.0,130281000.0,102125000.0,344747000.0,-178677000.0,3128787000.0,2883899000.0,611062000.0,701647000.0,1798547000.0,1725563000.0,956816000.0,1046240000.0,2988821000.0,2981761000.0,2185337000.0,2344236000.0,21963620.0,16811340.0,2026-08-14,False
ABDL,ALLIED BLEND N DISTILS L,Consumer Defensive,Beverages - Wineries & Distilleries,39227785216.0,5401330176.0,13.77,11505278976.0,169154713817.25,80.93,9.4,13.55,24.6197,0.0,2283220992.0,2026-07-11,ok,INR,OK,41537023000.0,4067287000.0,7501691000.0,,,68.251,,0.814,,178061639680.0,1346532992.0,,,10.08462,75.78382,2026-08-16,4858118000.0,24679712000.0,2283221000.0,1948640000.0,3619612000.0,-6784221000.0,41537023000.0,35290629000.0,2597356000.0,936992000.0,29306086000.0,26210930000.0,21804395000.0,18462732000.0,37110860000.0,33438748000.0,22609858000.0,21384711000.0,279710151.0,279710151.0,2026-08-14,False
ABFRL,Aditya Birla Fashion and Retail Limited,Consumer Cyclical,Apparel Manufacturing,81769201664.0,6866400256.0,8.4,61891100672.0,69003436223.11716,59.07,15.7,-12.69,-3.1621,0.0,-7758900224.0,2026-07-11,ok,INR,OK,177572000000.0,-52917600000.0,11876300000.0,,,98.822,,0.026,,122936893440.0,11319300096.0,,,1.1667361,,2026-08-16,-4124500000.0,114943000000.0,-7758900000.0,-3758200000.0,1607500000.0,16813300000.0,177572000000.0,166395000000.0,10914400000.0,11483300000.0,59013700000.0,60609600000.0,47137400000.0,39187400000.0,81769200000.0,73547300000.0,34671100000.0,31770700000.0,1216777241.0,1215865084.0,2026-08-14,False
ABINFRA,A B INFRABUILD LIMITED,Industrials,Engineering & Construction,2562071040.0,380723008.0,14.86,1156440960.0,7122501120.3211975,79.17,17.0,13.83,17.8922,0.0,193412992.0,2026-07-11,ok,INR,OK,3616420000.0,,1197700000.0,1.757,0.861,68.314,0.067719996,0.348,,8233042432.0,320060992.0,-511736000.0,-645289280.0,4.2358937,36.033333,2026-08-16,364147000.0,1923578000.0,193413000.0,161216000.0,-511736000.0,-254829000.0,3616420000.0,2491414000.0,,189369000.0,2778893000.0,1861229000.0,1581193000.0,1101631000.0,2562071000.0,2081688000.0,2040341000.0,1650903000.0,638789360.0,59012588.0,2026-08-14,False
ABLBL,ADITYA BIRLA LIFES BRAN L,Consumer Cyclical,Apparel Retail,83958104064.0,13440100352.0,16.01,30180999168.0,108758704286.47449,57.3,11.9,12.72,13.2277,0.0,1710499968.0,2026-07-11,ok,INR,OK,87200500000.0,2191100000.0,2814600000.0,,,213.719,,,,137448210432.0,1078499968.0,,,7.6724286,61.220684,2026-08-16,5846400000.0,73078700000.0,1710500000.0,596000000.0,12188100000.0,11441700000.0,87200500000.0,,5809600000.0,,45816800000.0,,43002200000.0,,83958100000.0,78299600000.0,33993600000.0,32720200000.0,1214638186.0,,2026-08-14,False
ABMINTLLTD,ABM International Limited,Basic Materials,Specialty Chemicals,544595008.0,-24784000.0,-4.55,83618000.0,587435507.0800781,,-18.7,-17.19,-12.0657,0.0,-21490000.0,2026-07-11,ok,INR,OK,370204000.0,,46421000.0,1.162,0.528,72.831,-0.05145,0.159,,653494528.0,45192000.0,32509000.0,41578124.0,4.821994,,2026-08-16,-16650000.0,234925000.0,-13644000.0,-34155000.0,-12269000.0,-96161000.0,370204000.0,391478000.0,0.0,0.0,278630000.0,304870000.0,232209000.0,240148000.0,801932000.0,936437000.0,812520000.0,970045000.0,9408000.0,9408000.0,2026-08-14,False
ABMKNO,ABM Knowledgeware Limited,,,1034630976.0,177328992.0,17.14,0.0,,81.38,4.7,4.18,,,94482000.0,2026-07-11,ok,INR,OK,,,,7.475,6.039,,0.029860001,0.418,,2446144768.0,910097984.0,-113539000.0,-48014876.0,1.3560921,,2026-08-16,,,,,,,,,,,,,,,,,,,,,2026-08-14,False
ABREL,Aditya Birla Real Estate Limited,Real Estate,Real Estate Services,4143000064.0,-3494299904.0,-84.34,56364900352.0,154366670224.0,55.43,,-8.91,-5.1922,0.0,-3264699904.0,2026-07-11,ok,INR,OK,202327600000.0,13083000000.0,53656500000.0,1.437,0.252,152.371,-0.01411,0.428,,184755486720.0,23729299456.0,7472300032.0,2291837440.0,4.1930685,,2026-08-16,-4126600000.0,165335700000.0,-1032200000.0,-1612800000.0,7472300000.0,-12934400000.0,202327600000.0,165331700000.0,37610400000.0,37086000000.0,176506700000.0,140187900000.0,122850200000.0,84170100000.0,4037700000.0,12033700000.0,1724200000.0,7446300000.0,110577844.0,110526980.0,2026-08-14,False
ABSLAMC,Aditya Birla Sun Life AMC Limited,Financial Services,Asset Management,20566999040.0,12911200256.0,62.78,637299968.0,296234995216.4968,44.83,-15.0,25.1,30.7182,0.0,9750700032.0,2026-07-11,ok,INR,OK,44154300000.0,37202900000.0,27591100000.0,,,1.577,,0.361,,254558126080.0,38120001536.0,,,7.2257476,29.065823,2026-08-16,12705700000.0,3737700000.0,9750700000.0,9306000000.0,8119300000.0,7084800000.0,44154300000.0,41144300000.0,,,30383300000.0,28339000000.0,2792200000.0,2580500000.0,18450300000.0,16847800000.0,4175000000.0,3978600000.0,288806197.0,288489286.0,2026-08-14,False
ACC,ACC Limited,Basic Materials,Building Materials,257617002496.0,27312099328.0,10.6,4286099968.0,248405000665.69995,57.49,32.3,10.93,10.4238,0.0,21370699776.0,2026-07-11,ok,INR,OK,275252600000.0,167100100000.0,56113700000.0,,,2.085,,0.358,2.33,247091691520.0,5376000000.0,,,1.2074726,13.037988,2026-08-16,22686000000.0,69707700000.0,21370700000.0,24021200000.0,-13640100000.0,17114800000.0,275252600000.0,254126100000.0,,,113728900000.0,91443100000.0,57615200000.0,56681500000.0,250453900000.0,208297300000.0,157169600000.0,125042300000.0,187787263.0,187787263.0,2026-08-14,False
ACCELYA,Accelya Solutions India Limited,Technology,Information Technology Services,5368771072.0,1373111808.0,25.58,868561984.0,16924887712.310669,75.13,-0.5,,51.9174,0.0,988744000.0,2026-07-11,ok,INR,OK,3745725000.0,,1622626000.0,2.551,1.896,6.276,0.19558,0.523,,16408360960.0,761905024.0,991635008.0,915209472.0,6.8012958,17.824522,2026-08-16,1780290000.0,1716616000.0,1290159000.0,938480000.0,1445631000.0,1561439000.0,4493375000.0,4114358000.0,,,3127137000.0,3107850000.0,1064295000.0,892590000.0,5284914000.0,5107945000.0,1446767000.0,1510226000.0,14926261.0,14926261.0,2026-08-14,False
ACE,Action Construction Equipment Limited,Industrials,Farm & Heavy Construction Machinery,32804399104.0,5039499776.0,15.36,79000000.0,128669146928.0,66.81,7.1,22.89,28.4624,0.0,4150899968.0,2026-07-11,ok,INR,OK,32516800000.0,,4062400000.0,,,0.393,,0.388,,122906640384.0,6374600192.0,,,6.4241242,29.588444,2026-08-16,5788200000.0,12406200000.0,4150900000.0,4092200000.0,4172700000.0,4119800000.0,32516800000.0,27108470000.0,,,16242900000.0,13225684000.0,12180500000.0,10815089000.0,32804400000.0,33270500000.0,22144900000.0,22734300000.0,119020076.0,119000840.0,2026-08-14,False
ACEINTEG,Ace Integrated Solutions Limited,Industrials,Staffing & Employment Services,8100000.0,-15800000.0,-195.06,800000.0,183090007.7819824,,-93.8,-5.55,-7.1002,0.0,-9500000.0,2026-07-11,ok,INR,OK,169900000.0,,87700000.0,,,0.479,,,,,,,,1.5109073,,2026-08-16,-11900000.0,3000000.0,-9500000.0,-15600000.0,-1600000.0,-1400000.0,169900000.0,182100000.0,100000.0,800000.0,90000000.0,107800000.0,2300000.0,5500000.0,8100000.0,85500000.0,12800000.0,67500000.0,10200000.0,10200000.0,2026-08-14,False
ACI,Archean Chemical Industries Limited,Basic Materials,Chemicals,10810507264.0,2280982016.0,21.1,4663793152.0,62778593349.0,53.43,-12.9,5.55,7.662,17.26,1068593984.0,2026-07-11,ok,INR,OK,26647811000.0,9522128000.0,930307000.0,,,24.128,,0.191,,66295201792.0,490728992.0,,,3.2121975,63.70886,2026-08-16,1705893000.0,7318385000.0,1068594000.0,1621487000.0,1396295000.0,1762337000.0,26647811000.0,23890329000.0,1266655000.0,1515989000.0,5313808000.0,6913900000.0,4383501000.0,1972780000.0,10774330000.0,10394407000.0,642669000.0,-77940000.0,123458394.0,123427682.0,2026-08-14,False
ACL,Andhra Cements Limited,Basic Materials,Building Materials,4425900032.0,148900000.0,3.36,11270700032.0,4310891029.993057,90.5,73.2,-59.62,-5.6767,31.67,-671600000.0,2026-07-11,ok,INR,OK,14200600000.0,-6468600000.0,-952100000.0,,,1395.925,,1.029,,15074591744.0,443400000.0,,,5.267123,,2026-08-16,-644600000.0,13393200000.0,-671600000.0,-1521100000.0,-251500000.0,595500000.0,14200600000.0,11444100000.0,10121600000.0,6985300000.0,1893300000.0,1265700000.0,2845400000.0,2908100000.0,4411800000.0,2728700000.0,966000000.0,442400000.0,92172140.0,92172140.0,2026-08-14,False
ACMESOLAR,ACME SOLAR HOLDINGS LTD,Utilities,Utilities - Renewable,25070800896.0,22650370048.0,90.35,198962937856.0,265671523102.03912,71.59,12.5,10.41,7.1082,0.0,4989150208.0,2026-07-11,ok,INR,OK,285403090000.0,,37655790000.0,,,393.194,,,,374665248768.0,61580910592.0,,,4.4769692,38.606815,2026-08-16,17998120000.0,234801410000.0,4989150000.0,2521080000.0,12485910000.0,15430190000.0,285403090000.0,184037390000.0,167398760000.0,98571700000.0,69857380000.0,37817460000.0,32201590000.0,13195300000.0,20229590000.0,14051310000.0,,510750000.0,605388914.0,605087781.0,2026-08-14,False
ACSTECH,ACS Technologies Limited,,,2642439936.0,196520992.0,7.44,467724000.0,,52.32,196.2,7.29,,,79589000.0,2026-07-11,ok,INR,OK,,,,,,34.749,,,,,,,,2.1925862,,2026-08-16,,,,,,,,,,,,,,,,,,,,,2026-08-14,False
ACUTAAS,Acutaas Chemicals Limited,Basic Materials,Specialty Chemicals,13393668096.0,4804162048.0,35.87,355959008.0,259072970461.57324,38.34,40.3,23.52,16.5092,0.0,3562553088.0,2026-07-11,ok,INR,OK,15492611000.0,4534333000.0,5893886000.0,,,2.081,,0.026,,263592378368.0,2248343040.0,,,16.023771,92.60447,2026-08-16,2223814000.0,2291807000.0,1587136000.0,427730000.0,1183427000.0,1251697000.0,15492611000.0,10959033000.0,0.0,1136412000.0,7916360000.0,4933036000.0,2022474000.0,2851701000.0,9999668000.0,7130117000.0,5937339000.0,4548019000.0,81868922.0,73761124.0,2026-08-14,False
ADANIENSOL,Adani Energy Solutions Limited,Utilities,Utilities - Independent Power Producers,275880312832.0,90471596032.0,32.79,515923509248.0,1960273746614.4868,74.03,16.8,9.66,8.4324,0.54,22825400320.0,2026-07-11,ok,INR,OK,928349200000.0,75565900000.0,23794800000.0,,,194.5,,0.679,,2419351617536.0,48825597952.0,,,7.6345253,66.666664,2026-08-16,65257400000.0,663092800000.0,22825400000.0,10599700000.0,109966800000.0,90445100000.0,928349200000.0,739601000000.0,453673200000.0,369922900000.0,178257600000.0,135865100000.0,154462800000.0,99226800000.0,272026300000.0,235749500000.0,160319800000.0,131665700000.0,1201282642.0,1201282642.0,2026-08-14,False
