symbol,field,source,before,after,note,timestamp
JSWHL,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
KABRAEXTRU,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
KABRAEXTRU,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
KAMAHOLD,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
KAMAHOLD,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
KAYA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
KAYA,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
KEEPLEARN,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
KENNAMET,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
KHANDSE,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
KIRANVYPAR,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
KIRANVYPAR,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
KKCL,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
KLBRENG-B,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
KLBRENG-B,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
KNACK,revenue,yfinance.info,,8234339840,backfilled,2026-07-20T12:15:16
KNACK,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
KOHINOOR,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
KOKUYOCMLN,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
KOTARISUG,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
KOTIC,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
KOTIC,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
KPL,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
KPL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
KREBSBIO,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
KREBSBIO,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
KSB,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
KSL,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
KSL,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
KSR,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
KWIL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
LAHOTIOV,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
LAHOTIOV,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
LASA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
LCCINFOTEC,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
LCCINFOTEC,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
LEMERITE,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
LFIC,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
LGHL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
LINDEINDIA,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
LOYALTEX,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
MADHAVIPL,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
MADHAVIPL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
MAFATIND,revenue,yfinance.info,,,no value returned,2026-07-20T12:15:16
MAFATIND,ebitda_margin_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
MAFATIND,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
MAFATIND,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
MAGNUM,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
MAHAPEXLTD,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
MAHASTEEL,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
MALUPAPER,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
MALUPAPER,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
MANGALAM,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
MAXIND,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
MCCHRLS-B,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
MCCHRLS-B,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
MEESHO,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
MENNPIS,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
MENNPIS,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
MERCANTILE,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
MERCANTILE,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
MFML,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
MIRZAINT,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
MMTC,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
MOBIKWIK,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
MODTHREAD,revenue,yfinance.info,,,no value returned,2026-07-20T12:15:16
MODTHREAD,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
MODTHREAD,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
MOHITIND,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
MTNL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
MTNL,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
NAHARPOLY,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
NATCAPSUQ,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
NATIONSTD,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
NATIONSTD,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
NDGL,revenue,yfinance.info,,,no value returned,2026-07-20T12:15:16
NDGL,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
NDGL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
NDGL,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
NDTV,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
NEAGI,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
NEAGI,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
NELCAST,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
NELCAST,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
NEULANDLAB,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
NEXTMEDIA,revenue,yfinance.info,,,no value returned,2026-07-20T12:15:16
NEXTMEDIA,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
NEXTMEDIA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
NEXTMEDIA,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
NIBL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
NIBL,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
NILE,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
NILE,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
NIPPOBATRY,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
NIPPOBATRY,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
NIRAJISPAT,revenue,yfinance.info,,,no value returned,2026-07-20T12:15:16
NIRAJISPAT,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
NIRAJISPAT,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
NKIND,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
NKIND,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
NORBTEAEXP,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
OBCL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
OLAELEC,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
OLECTRA,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
OMAXE,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
OMAXE,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
OMPOWER,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
ONESOURCE,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ORCHPHARMA,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
ORCHPHARMA,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
ORIENTLTD,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ORIENTPPR,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ORISSAMINE,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ORISSAMINE,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
OSWALGREEN,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
PAKKA,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
PANACEABIO,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
PANACEABIO,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
PARACABLES,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
PARASPETRO,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
PFS,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
PFS,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
PIONEEREMB,trailing_pe,yfinance.info,,108.4762,backfilled,2026-07-20T12:15:16
PIONRINV,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
PIONRINV,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
PKTEA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
PLATIND,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
PML,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
PML,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
PNC,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
PPLPHARMA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
PRAENG,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
PRAVEG,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
PRAVEG,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
PREMCO,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
PREMCO,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
PRSMJOHNSN,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
PSPPROJECT,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
PVP,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
PVSL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
PWL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
QUADFUTURE,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
QUINT,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
QUINT,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
RADAAN,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
RADAAN,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
RADICO,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
RADIOCITY,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
RAIN,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
RAJMET,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
RAJPALAYAM,revenue,yfinance.info,,,no value returned,2026-07-20T12:15:16
RAJPALAYAM,ebitda_margin_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
RAJPALAYAM,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
RAJPALAYAM,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
RAJPALAYAM,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
RAMANEWS,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
RAMANEWS,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
RBA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
RBLBANK,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
REGENCERAM,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
REGENCERAM,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
RENUKA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
RENUKA,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
REPCOHOME,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
REPRO,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
RETAIL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
RHIM,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
ROML,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
ROSSELLIND,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
RPOWER,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
RPSGVENT,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
RRIL,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
RRIL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
RSDFIN,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
RSDFIN,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
RSYSTEMS,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
RTNINDIA,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
RTNINDIA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
RTNINDIA,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
SADBHAV,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
SAGCEM,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SAKHTISUG,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
SAMMAANCAP,revenue,yfinance.info,,-10801399808,backfilled,2026-07-20T12:15:16
SAMMAANCAP,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SANDESH,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
SANOFI,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
SANOFICONR,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
SAPPHIRE,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SAPPL,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
SAPPL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SARLAPOLY,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SAYAJIHOTL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SCANSTL,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
SCANSTL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SCHAEFFLER,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
SCI,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
SDBL,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
SECURKLOUD,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SECURKLOUD,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
SEIL,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
SEIL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SELMC,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SELMC,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
SGL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SHALPAINTS,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SHANTI,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SHARDUL,market_cap,yfinance.info,,4714078208,backfilled,2026-07-20T12:15:16
SHARDUL,trailing_pe,yfinance.info,,20.332075,backfilled,2026-07-20T12:15:16
SHBAJRG,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
SHBAJRG,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SHINDL,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
SHINDL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SHOPERSTOP,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SHREECEM,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
SHRIKRISH,revenue,yfinance.info,,,no value returned,2026-07-20T12:15:16
SHRIKRISH,ebitda_margin_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
SHRIKRISH,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
SHRIKRISH,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
SHRIKRISH,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SHRIKRISH,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
SHRIPISTON,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
SHRIPISTON,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
SIEMENS,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
SIKA,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
SIKA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SIL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SILLYMONKS,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SINGERIND,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
SINGERIND,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SMARTWORKS,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SOLARA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SONAL,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
SONAL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SONAMLTD,return_on_equity_pct,yfinance.info,,9.843,backfilled,2026-07-20T12:15:16
SPANDANA,revenue,yfinance.info,,-1627600000,backfilled,2026-07-20T12:15:16
SPANDANA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SPECIALITY,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
SPENCERS,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SPENCERS,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
STARHEALTH,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
STARHEALTH,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
STCINDIA,revenue,yfinance.info,,-231600992,backfilled,2026-07-20T12:15:16
STCINDIA,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
SUPREMEINF,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
SURYALA,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
SURYALA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SUVEN,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
SUVEN,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SUVIDHAA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SWIGGY,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SWSOLAR,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
SYMPHONY,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
TAALTECH,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
TAALTECH,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
TARAPUR,revenue,yfinance.info,,,no value returned,2026-07-20T12:15:16
TARAPUR,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
TARAPUR,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
TARAPUR,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
TATACHEM,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
TCC,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
TCC,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
TCS,total_debt,yfinance.info,,113090002944,backfilled,2026-07-20T12:15:16
TCS,return_on_equity_pct,yfinance.info,,47.743,backfilled,2026-07-20T12:15:16
TECHNVISN,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
TECHNVISN,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
TECILCHEM,revenue,yfinance.info,,,no value returned,2026-07-20T12:15:16
TECILCHEM,total_debt,yfinance.info,,,no value returned,2026-07-20T12:15:16
TECILCHEM,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
TECILCHEM,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
TEJASNET,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
TENNIND,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
TEXMOPIPES,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
TFL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
THAKDEV,market_cap,yfinance.info,,,no value returned,2026-07-20T12:15:16
THAKDEV,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
TIINDIA,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
TIJARIA,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
TIJARIA,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
TIL,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
TIPSFILMS,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
TIRUMALCHM,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
TMPV,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
TNTELE,revenue,yfinance.info,,,no value returned,2026-07-20T12:15:16
TNTELE,ebitda_margin_pct,yfinance.info,,0.0,backfilled,2026-07-20T12:15:16
TNTELE,trailing_pe,yfinance.info,,,no value returned,2026-07-20T12:15:16
TNTELE,return_on_equity_pct,yfinance.info,,,no value returned,2026-07-20T12:15:16
